Title,Cites,Year,Reference,Publisher,Tag,Link,Description
Deep learning based computer-aided diagnosis systems for diabetic retinopathy: A survey,155, 2019,"N Asiri, M Hussain, F Al Adel, N Alzaidi - Artificial intelligence in medicine, 2019 - Elsevier",Elsevier, Artificial intelligence in medicine,https://www.sciencedirect.com/science/article/pii/S0933365718307607,"… designing and training deep neural networks for DR diagnosis. The remainder of the paper
is organized as follows: automatic detection of DR, types of lesions, DR stages, grading of DR…"
Deep-learning-based automatic computer-aided diagnosis system for diabetic retinopathy,171, 2018,"RF Mansour - Biomedical engineering letters, 2018 - Springer",Springer, Biomedical engineering letters,https://link.springer.com/article/10.1007/s13534-017-0047-y,"… Detection and classification of diabetic retinopathy using K-means clustering and fuzzy
logic. In: 2015 18th international conference on computer and information technology (ICCIT), …"
Deep learning frameworks for diabetic retinopathy detection with smartphone-based retinal imaging systems,55, 2020,"RE Hacisoftaoglu, M Karakaya, AB Sallam - Pattern recognition letters, 2020 - Elsevier",Elsevier, Pattern recognition letters,https://www.sciencedirect.com/science/article/pii/S016786552030129X,"… Diabetic Retinopathy (DR) may result in various degrees of vision loss and even blindness if
not diagnosed in a … Deep learning is widely used for image classification tasks using neural …"
Transfer learning with convolutional neural networks for diabetic retinopathy image classification. A review,68, 2020,"I Kandel, M Castelli - Applied Sciences, 2020 - mdpi.com",mdpi.com, Applied Sciences,https://www.mdpi.com/666280,"… However, the diagnosis of DR is a very difficult process that requires an … classification of
the DR by using an autonomous classifier. To accurately train a deep learning model to classify …"
Diabetic Retinopathy Diagnosis based on Convolutional Neural Network,2, 2021,"M hamzah Abed, LAN Muhammed… - Journal of Physics …, 2021 - iopscience.iop.org",iopscience.iop.org, Journal of Physics …,https://iopscience.iop.org/article/10.1088/1742-6596/1999/1/012117/meta,"… system based on deep learning technologies have achieved a … deep learning technique to
detect and diagnose the DR of … for classification healthy and unhealthy retina images based …"
A smart telemedicine system with deep learning to manage diabetic retinopathy and foot ulcers,18, 2019,"I Wijesinghe, C Gamage, I Perera… - 2019 Moratuwa …, 2019 - ieeexplore.ieee.org",ieeexplore.ieee.org, 2019 Moratuwa …,https://ieeexplore.ieee.org/abstract/document/8818682/,"… machine learning, AI solutions are spreading into areas which were previously examined by
well-trained clinicians. Early diagnosis of diabetic retinopathy (… % for classification systems, …"
Self-supervised retinal thickness prediction enables deep learning from unlabelled data to boost classification of diabetic retinopathy,38, 2020,"OG Holmberg, ND Köhler, T Martins… - … Machine Intelligence, 2020 - nature.com",nature.com, … Machine Intelligence,https://www.nature.com/articles/s42256-020-00247-1,"… training data. Our cross-modal, three-stage scheme effectively replaced 26,343 diabetic
retinopathy … tomography and reached the same classification accuracy using only 25% of fundus …"
Transfer learning based robust automatic detection system for diabetic retinopathy grading,11, 2021,"C Bhardwaj, S Jain, M Sood - Neural Computing and Applications, 2021 - Springer",Springer, Neural Computing and Applications,https://link.springer.com/article/10.1007/s00521-021-06042-2,"… stage of our proposed IFTL and PFTL models, the supervised machine learning based classifier
… Traditionally, the main concern for DR diagnosis based research was machine learning …"
Classification of exudates for diabetic retinopathy prediction using machine learning,3, 2020,"SS Prem, AC Umesh - 2020 IEEE 5th International Conference …, 2020 - ieeexplore.ieee.org",ieeexplore.ieee.org, 2020 IEEE 5th International Conference …,https://ieeexplore.ieee.org/abstract/document/9250858/,"… Abstract—These days diabetes is one of the most common disease that affects the working
… complication in retina termed as diabetic retinopathy (DR). Initial screening and diagnosis of …"
Automated machine learning–based classification of proliferative and non-proliferative diabetic retinopathy using optical coherence tomography angiography vascular …,1, 2022,"E Khalili Pour, K Rezaee, H Azimi… - Graefe's Archive for …, 2022 - Springer",Springer, Graefe's Archive for …,https://link.springer.com/article/10.1007/s00417-022-05818-z,"… deep learning classification studies using OCT and OCTA, which demonstrated that the
detailed information extracted from OCT/OCTA images is sufficient to diagnose and classify DR …"
Machine Learning Approach for Detection of Diabetic Retinopathy with Improved Pre-Processing,6, 2021,"A Sharma, S Shinde, II Shaikh… - 2021 International …, 2021 - ieeexplore.ieee.org",ieeexplore.ieee.org, 2021 International …,https://ieeexplore.ieee.org/abstract/document/9397115/,"… , further Machine Learning algorithms are applied for classification. … The Machine Learning
algorithms that are used for result … of the patients diagnosed with diabetic retinopathy. These …"
Diagnosis of diabetic retinopathy using morphological process and SVM classifier,93, 2013,"M Gandhi, R Dhanasekaran - 2013 international conference on …, 2013 - ieeexplore.ieee.org",ieeexplore.ieee.org, 2013 international conference on …,https://ieeexplore.ieee.org/abstract/document/6577181/,"… [1] proposed novel splat feature classification method to detect retinal hemorrhages … 
intelligence and pattern recognition with machine learning techniques to analyze diabetic retinal …"
A novel computer-aided diagnostic system for early detection of diabetic retinopathy using 3D-OCT higher-order spatial appearance model,13, 2022,"M Elsharkawy, A Sharafeldeen, A Soliman, F Khalifa… - Diagnostics, 2022 - mdpi.com",mdpi.com, Diagnostics,https://www.mdpi.com/2075-4418/12/2/461,"… deep learning networks, which represent the state-of-the-art, documented the promise of our 
system’s ability to diagnose … build a classification system based on an ANN to diagnose DR. …"
A convolutional neural network for the screening and staging of diabetic retinopathy,63, 2020,"M Shaban, Z Ogur, A Mahmoud, A Switala, A Shalaby… - Plos one, 2020 - journals.plos.org",journals.plos.org, Plos one,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0233514,"… Deep learning models are mainly used to analyze OCT or … classify images and stage the 
disease. Throughout this paper, a … a deep convolutional neural network to accurately diagnose …"
Deep neural network for predicting diabetic retinopathy from risk factors,17, 2020,"G Alfian, M Syafrudin, NL Fitriyani, M Anshari, P Stasa… - Mathematics, 2020 - mdpi.com",mdpi.com, Mathematics,https://www.mdpi.com/831872,"… discusses previously proposed machine learning models for retinopathy pre-diagnosis, with 
… The objective of our study was to classify whether a diabetic patient will develop diabetic …"
Deep learning based detection of diabetic retinopathy from inexpensive fundus imaging techniques,2, 2021,"BR Mukesh, T Harish, V Mayya… - 2021 IEEE International …, 2021 - ieeexplore.ieee.org",ieeexplore.ieee.org, 2021 IEEE International …,https://ieeexplore.ieee.org/abstract/document/9622703/,"… suffer from type 2 diabetes are diagnosed with DR which is a … tackle the problem of grading 
Diabetic Retinopathy by using … complexity issues of standard deep learning mechanisms. The …"
Modified Alexnet architecture for classification of diabetic retinopathy images,162, 2019,"T Shanthi, RS Sabeenian - Computers & Electrical Engineering, 2019 - Elsevier",Elsevier, Computers & Electrical Engineering,https://www.sciencedirect.com/science/article/pii/S0045790618334190,"… of images to facilitate precise diagnosis of diabetic retinopathy. The configuration of … 
classification of diabetic retinopathy patients according to the severity of the disorder. Deep learning …"
Application of random forests methods to diabetic retinopathy classification analyses,148, 2014,"R Casanova, S Saldana, EY Chew, RP Danis… - PLOS …, 2014 - journals.plos.org",journals.plos.org, PLOS …,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0098587,"… tool to diagnose DR diagnosis and evaluate its progression. … DR classification analyses 
based on fundus photography data. RF is a powerful machine learning method for classification …"
Benchmarking bayesian deep learning on diabetic retinopathy detection tasks,12, 2022,"N Band, TGJ Rudner, Q Feng, A Filos, Z Nado… - arXiv preprint arXiv …, 2022 - arxiv.org",arxiv.org, arXiv preprint arXiv …,https://arxiv.org/abs/2211.12717,"… diabetic retinopathy (just weaker), we would expect a good predictive model to be able to 
correctly classify … the deployment of automated diabetic retinopathy diagnosis systems set by …"
The adoption of deep learning interpretability techniques on diabetic retinopathy analysis: a review,4, 2022,"WX Lim, ZY Chen, A Ahmed - Medical & Biological Engineering & …, 2022 - Springer",Springer, Medical & Biological Engineering & …,https://link.springer.com/article/10.1007/s11517-021-02487-8,"… The table includes a number of factors that we believe are important to diagnose DR. The … 
label deep learning model with interpretable grad-CAM for diabetic retinopathy classification…"
Diabetic retinopathy grading using attention based convolution neural network,5, 2021,"Z Qian, C Wu, H Chen, M Chen - 2021 IEEE 5th Advanced …, 2021 - ieeexplore.ieee.org",ieeexplore.ieee.org, 2021 IEEE 5th Advanced …,https://ieeexplore.ieee.org/abstract/document/9390963/,"… In order to assist doctors to complete the diagnosis of DR, and improve the efficiency of 
diagnosis. This paper proposes an automatic method to diagnose DR based on deep learning. …"
Diagnosis of diabetic retinopathy with transfer learning from deep convolutional neural network,2, 2020,"PV Lakshmi, P NidhiBartakke, PS Rao, G Rao… - J. Crit. Rev, 2020 - researchgate.net",researchgate.net, J. Crit. Rev,https://www.researchgate.net/profile/Pv-Lakshmi/publication/343920571_Diagnosis_of_diabetic_retinopathy_with_transfer_learning_from_deep_convolutional_neural_network/links/5f47ef2ca6fdcc14c5d0f3b5/Diagnosis-of-diabetic-retinopathy-with-transfer-learning-from-deep-convolutional-neural-network.pdf,"… The Proposed Deep learning model can be used to classify the stages of diabetic retinopathy 
from … In this study, we proposed a deep transfer learning based approach on Diabetic …"
Computer-assisted diagnosis (CAD) system for Diabetic Retinopathy screening using color fundus images using Deep learning,3, 2020,"N Memari, S Abdollahi, MM Ganzagh… - 2020 IEEE Student …, 2020 - ieeexplore.ieee.org",ieeexplore.ieee.org, 2020 IEEE Student …,https://ieeexplore.ieee.org/abstract/document/9250986/,"… Network classifier for automatic grading of diabetic retinopathy. Their proposed method was 
… with the SVM classifier for grading diabetic retinopathy. Their proposed method was able to …"
